()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
M590(0)<Speaker>M590</Speaker>||<BIN>73</BIN><黑屏2><BGM>BGM_Hello</BGM>:嚇死我了……您問問題的方式也太獨特了。
Grizzly(0)<Speaker>灰熊MkⅤ</Speaker>||:哈哈哈，抱歉抱歉。+我就是想知道，要怎麼樣才能快速跟人搞好關係。
M590(0)<Speaker>M590</Speaker>||:我跟500的相處模式並不能成為參考。+而且您的說法就好像我在飼養她一樣……
m82(0)<Speaker>M82</Speaker>||:但是，灰熊隊長居然也會為這種事煩惱嗎？+我覺得您很擅長與人相處啊。
Grizzly(0)<Speaker>灰熊MkⅤ</Speaker>||:唔……該怎麼說呢。+因為我平常跟人相處的時候，完全沒想過那麼多。+這話讓我自己來說有點怪怪的，不過我這人可沒什麼算計。+能和大家相處得好都是大家給面子而已。
M590(0)<Speaker>M590</Speaker>||:就是這樣單純的灰熊小姐才贏得了隊員們的尊敬吧。+那為什麼事到如今又考慮起這種事來了？+有什麼特別在意的對象嗎？
Grizzly(0)<Speaker>灰熊MkⅤ</Speaker>||:妳這說法怎麼怪怪的……+跟那種事沒關係，M82也知道的吧？+我們小隊馬上又要來一個新人了。
m82(0)<Speaker>M82</Speaker>||:新人……AK-Alfa？
Grizzly(0)<Speaker>灰熊MkⅤ</Speaker>||:對對對，就是那個人。+哇啊……我頭痛死了啦，本來就聽說是個特別難相處的人+要是跟她處不好怎麼辦啊？+要是她跟隊裡的人鬧矛盾怎麼辦啊？+萬一出點什麼事，那可全都是我這個隊長的責任啊——！
M590(0)<Speaker>M590</Speaker>||:原來如此，我明白了。+雖然平時普通地跟人相處一點都不覺得有壓力。+但一旦意識到「同人好好相處」是個工作任務的話，刻意去做反而沒有那麼自然。+既然如此，平常心不就好了？
Grizzly(0)<Speaker>灰熊MkⅤ</Speaker>||:哪有那麼簡單，要是能說做到就做到我就不會煩惱了。+這種事就是一旦意識到了就揮之不去的啊。+本來隊長責任這種事就跟我的性格合不來，現在還突然要打破我原本穩定的舒適圈，我當然會覺得棘手啦。+更何況，我要擔心的也不只是我一個人的事，如果她跟其他隊員處不好也是我的問題啊！
M590(0)<Speaker>M590</Speaker>||:對灰熊小姐來說，還真是個非常棘手的工作呢。
Grizzly(0)<Speaker>灰熊MkⅤ</Speaker>||:我從一開始就是這麼說的了吧……+道理我都明白，我也知道平常一點去應對可能才是最好的。+但是一想到出錯的可能，就覺得慌得不行啊。
M590(0)<Speaker>M590</Speaker>||:這或許就是您責任感的一種體現吧。+我已經完全明白了。
m82(0)<Speaker>M82</Speaker>||:難以置信，灰熊隊長居然考慮了這麼多事。
Grizzly(0)<Speaker>灰熊MkⅤ</Speaker>||:妳難道覺得我是個熱血笨蛋隊長嗎……+總而言之，我之前一直都有努力在做，雖然不敢自誇做得有多好。+但現在的灰熊小隊好歹也算是建立了互相信賴的羈絆關係。+我好不容易放鬆下來，結果這時候突然要來新人，我當然會擔心前功盡棄啊！
m82(0)<Speaker>M82</Speaker>||:嗯，我們大家都非常信賴灰熊隊長，小隊內的大家也都是好人。+真的不是隊長在杞人憂天嗎……
Grizzly(0)<Speaker>灰熊MkⅤ</Speaker>||:這誰說得準，萬一那個新人比想像中還要討人厭怎麼辦！
M590(0)<Speaker>M590</Speaker>||<黑屏1>:已經完全進入到職場綜合症狀態了……+原來如此，如果是這樣的話，我倒是有個建議，要不要聽一聽呢？
