()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>420</BIN><narrator>:「未來號」洲際列車 F09車廂（餐車） 洗手間內 
()||<BGM>GF_EV9_Intermission</BGM>:十分鐘之前，洗手間悄悄掛上了暫停使用的牌子。+但裡面居然有人，而且不止一個。+高個子人形的槍口正抵著矮個子的少女人形。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||<SE1>Select</SE1>:……解除你的偽裝。
Erma(4)<Speaker>艾爾瑪</Speaker>||:……
()||<SE1>AVG_Cloak_Whoosh</SE1>:艾爾瑪摘下了頭上的斗篷。
Erma(0)<Speaker>艾爾瑪</Speaker>||:……
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(0)||:……+我指的是身份。+你到底是誰？上車是什麼目的？
Erma(0)<Speaker>艾爾瑪</Speaker>||:……是你二話不說把我拖來洗手間的。+……結果你問我是誰？+現在的搶劫犯這麼囂張了嗎？
()||:柳德米拉懶得廢話，決定直接駭入對方。
()||<SE1>AVG_21Winter_Error</SE1>:叮——
AR18(4)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:……居然無法駭入，果然是你。
Erma(0)<Speaker>艾爾瑪</Speaker>||:……那你說我是誰？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||<黑点1>:……梅花3，你還要繼續演戲嗎？
()||<黑点2><BIN>527</BIN>:與此同時 柯爾特快車內
()||<SE1>AVG_Cloak_Whoosh</SE1>:柳德米拉對面的黑影突然傾身過來，一把抓住柳德米拉。
Erma(8)<Shake>0.1</Shake><Speaker>梅花3</Speaker>||<SE1>Rope</SE1>:——你放手！
AR18(2)<Position>0,70</Position><Speaker>黑桃A（柳德米拉）</Speaker>||:……
Erma(8)<Speaker>梅花3</Speaker>||:你再不放手，我報警了！
ColtWalker(5)<Speaker>紅桃Q</Speaker>||:嗯？客人？+梅花3客人，請你冷靜一點。+關於艾爾瑪·休謨，我們這裡確實沒有任何相關的交易記錄。
Erma(8)<Shake>0.1</Shake><Speaker>梅花3</Speaker>||:不可能，這裡一定有我要的資訊。
ColtWalker(5)<Speaker>紅桃Q</Speaker>||:客人，胡攪蠻纏不利於交易的哦——
Erma(8)<Speaker>梅花3</Speaker>||:……
()||<黑点1>:梅花3似乎突然冷靜了下來。
()||<黑点2><BIN>420</BIN>:此時另一邊，餐車洗手間內。
()||<SE1>AVG_Cloak_Whoosh</SE1>:柳德米拉稍一施力，卸除了艾爾瑪的一條手臂。
Erma(0)<Speaker>艾爾瑪</Speaker>||:……我已經按你說的，不在「柯爾特快車」內說話了。+能把我的手臂裝回去了嗎？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(0)||:……你為什麼要找艾爾瑪·休謨？+你跟姓休謨的人是什麼關係？
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>艾爾瑪</Speaker>||:……你認識艾爾瑪·休謨？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:休謨不是一個常見姓氏。
AR18(2)<Position>0,70</Position>;Erma(0)<Speaker>艾爾瑪</Speaker>||:……你不認識艾爾瑪·休謨，但你認識姓休謨的人。+那麼你的這份資訊可以交易嗎？
AR18(2)<Position>0,70</Position>;Erma(0)<同时置暗><Speaker></Speaker>||:柳德米拉愣了一下，此時面前的少女極為狼狽，她的一條胳膊被卸除，而額頭暴露在自己的槍下，除了心智以外，目前沒有任何特殊的地方，武力看起來遠在自己之下。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(0)||:……有些問題我不想重複。
AR18(2)<Position>0,70</Position>;Erma(0)<Speaker>艾爾瑪</Speaker>||:……我就是艾爾瑪·休謨。+你看起來卻根本不認識我，那你為什麼這麼敏感？敏感到要掏槍針對我。+莫非……
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(0)||:……？
AR18(2)<Position>0,70</Position>;Erma(2)<Speaker>艾爾瑪</Speaker>||:莫非你也姓休謨？+而這個姓氏的人形容易被人追殺……所以你不準這個資訊外露，要保護自己的姓氏。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>;Erma(2)||:……不要侮辱我。
Erma(1)<Speaker>艾爾瑪</Speaker>||:……+我可以告訴你我的理由。
()||:柳德米拉立刻警覺。+但艾爾瑪什麼動作都沒有做，她只是繼續盯著柳德米拉，用那雙稍顯冷漠的金色眼睛。
Erma(0)<Speaker>艾爾瑪</Speaker>||:……休謨應該是我的主人，或者說是「母親」的姓氏。+我失去了記憶，需要找到她。+而我失憶前的線索就是「柯爾特快車」。+但是……你也在那節車廂，那裡什麼有用的消息都沒有。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:……
()||:對方的話可以相信嗎？
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:<color=#A9A9A9>她的理由可以說得通，休謨就是這種害人的博士。</color>
AR18(2)<Position>0,70</Position><同时置暗><Speaker>未知信號</Speaker>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>……晨星已隕落。</color>
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:……
AR18(2)<Position>0,70</Position><Speaker></Speaker>||<SE1>ClothingUp</SE1>:柳德米拉低下頭，繼續看著這個女孩。
AR18(2)<Position>0,70</Position><Speaker>柳德米拉</Speaker>||:<color=#A9A9A9>這麼巧合？</color>+<color=#A9A9A9>不，不可以輕易相信她，她的心智無法駭入，巧合也可能是陷阱……必須保持全部的警戒……</color>
()||<SE1>AVG_rifle_finalshot_h</SE1><controll_shake>%%type_id=2%%duration=1%%delay=0.1%%range=8</controll_shake><黑点1><BGM>BGM_Empty</BGM>:呯——！！+隔壁的車廂傳來一聲巨響。
()||<黑点2><BIN>528</BIN><narrator>:「未來號」洲際列車 F09車廂（餐車）
()||<SE1>AVG_AMB_Restaurant</SE1>:異常的響動令乘客們陷入了困惑，蘇珊娜眉頭皺了皺，開始安撫乘客們。
NPC-TD_Porter(0)<Speaker>蘇珊娜</Speaker>||:請各位稍安勿躁，我現在就去隔壁看看……
()||<SE1>Stop_AVG_loop</SE1><SE1>AVG_Door_Hit</SE1><震屏3>:咚！+就在蘇珊娜準備前去查看之前，餐車的門先一步被人推開。
NPC-TD_Porter(0)<Shake>0.1</Shake><Speaker>蘇珊娜</Speaker>||:……！！
()||<SE1>AVG_lifttable</SE1><BGM>10082</BGM>:嘭……咚……+跌跌撞撞地，一個男人踉蹌著腳步，從門外闖了進來。
()<Speaker>戰慄的男人</Speaker>||<SE1>RunStep</SE1>:<size=50>救……救命……</size>+<size=50>搶，搶劫……搶劫了——！！</size>
()||<SE1>AVG_pistol_finalshot_n</SE1><震屏3>:呯！+他的嚎叫聲還未至頂，一發從身後的車廂追來的子彈便擦過了他的頭頂。
()||<SE1>AVG_Sniper_Glass_Break</SE1><震屏3>:砰——+子彈彈射進吧檯的一瓶「瑪歌莊園」裡，紅色的酒液蔓延了下來，宛如鮮血。
()<Speaker>戰慄的男人</Speaker>||:<size=50>救，救命啊！！！</size>
()||<controll_shake>%%type_id=2%%duration=5%%delay=0.1%%range=8</controll_shake><SE1>AVG_20Winter_People_Panic</SE1><SE1>AVG_Crowd_Run</SE1>:此情此景，即便是再怎麼遲鈍的人也意識到了情況的惡劣，餐車內的客人瞬間像炸鍋一樣掀起一片嘩然。
()||:幾乎所有人都爭先恐後，第一時間朝著相反的方向擠去。
()||<SE1>Explode</SE1><controll_shake>%%type_id=2%%duration=6%%delay=0.1%%range=8</controll_shake>:轟！！！+而就在幾乎所有乘客爭先恐後地擠破頭時，一聲爆響炸開了10號車廂和餐車的連接門。+巨大的衝擊力將堵在門口的客人堆直接轟散開來，一時間，驚慌的叫喊變成了慘叫和哀嚎。
()||<SE1>Explode</SE1><controll_shake>%%type_id=2%%duration=5%%delay=0.1%%range=8</controll_shake><common_effect>%%code=AVG_chuxian_yan%%</common_effect>:擁擠的人流團成一團，沒來得及跑到前頭的人又慌不擇路地散成一片。+從爆炸的白霧當中一馬當先走出來的，正是之前登上2號車廂的壯漢。
NPC-Bodyguard1(0)<Speaker>丹尼爾</Speaker>||:道路已經掃乾淨了，「老媽」。
NPC-OldLady(0)<Position>0,180</Position><Speaker>瓦列里婭夫人？</Speaker>||:謝謝，丹尼爾。
()||<SE1>AVG_Wheelchair</SE1>:而跟在他身後的，則是那位坐在輪椅上的溫和婦人。+蘇珊娜滿臉震驚地看著她。
NPC-TD_Porter(0)<Shake>0.1</Shake><Speaker>蘇珊娜</Speaker>||:瓦、瓦列里婭夫人？
()||:蘇珊娜強迫自己鎮靜下來，畢竟這種事情也不是第一次了。
NPC-TD_Porter(0)<Speaker>蘇珊娜</Speaker>||:……瓦列里婭夫人，您是一等車廂的客人，我作為乘務員會盡量服務您的。
()||:這輛列車並不是第一次遭遇劫匪，而本身就擅長跟灰色地帶打交道的蘇珊娜深諳同他們打招呼的方式。+劫匪的目的不過是求財，而她的工作底線是保全乘客的生命安全——至少她是這麼認為的。+但老婦人只是抬起頭，溫和地看著她。
NPC-OldLady(0)<Position>0,180</Position><Speaker>瓦列里婭夫人？</Speaker>||:你搞錯了兩件事，小姑娘。
()||<SE1>Select</SE1>:啪嗒。
()||:回答她的，只有兩桿黑洞洞的槍口。
NPC-OldLady(0)<Speaker>瓦列里婭夫人？</Speaker>||:第一——我不是來跟你玩家家酒的。
()||:老婦人和藹的面容逐漸變得扭曲。
()<Speaker>瓦列里婭夫人？</Speaker>||:第二——你要叫我……
NPC-OldLady(4)<Speaker>瓦列里婭夫人？</Speaker>||<BGM>BGM_Empty</BGM><黑点1>:<size=50>柳芭老媽！</size>
()||<黑点2><BIN>538</BIN><震屏3><BGM>GF_21summer_avg_Reunion</BGM>:面對黑洞洞的槍口，幾乎所有人都舉起了雙手。
()||<SE1>AVG_rifle_finalshot_h</SE1><BIN>539</BIN>:呯！
()||<SE1>AVG_Broken_Glass</SE1>:一聲巨大的槍響，引得吧檯上擁擠的水晶玻璃杯碎了一地。
()<Speaker>蘇珊娜</Speaker>||:啊——！
()||<SE1>AVG_20Winter_People_Panic</SE1>:即使是見識甚多的蘇珊娜，都忍不住尖叫起來。+而壓抑不住恐懼的乘客們再次發出尖銳的喊叫聲。+但這連反抗都算不上的反應剛剛冒頭，名叫丹尼爾的壯漢便調轉了槍口。
