()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<黑点2><BIN>83</BIN><SE1>AVG_amb_wilderness</SE1>:馬卡洛夫站在院子裡，茫然地看著四周的景象。+天色漸漸亮了，陽光覆上基地的地面和武器、以及每一位來往的人形。+風聲、笑聲、號令聲……一切都如此熟悉，可又都有一些奇妙的違和感。
PM(4)<Speaker>馬卡洛夫</Speaker>||:我……為什麼會在這裡……？
PM(4)<Speaker>馬卡洛夫</Speaker>||<黑屏1>:冷靜下來，馬卡洛夫……回憶一下之前發生的事……
()<Speaker>馬卡洛夫</Speaker>||<BIN>9</BIN><黑屏2><黑屏1>:我……在追尋真相。
()<Speaker></Speaker>||<黑屏2><BIN>82</BIN><BGM>BGM_Dorm</BGM>:幾天前。
PM(0)<Speaker>馬卡洛夫</Speaker>||:呼……派對上只要有酒，就會變成完全大亂鬥的情況。+M950A還在唱啊，算了，不管她了……我現在就要休息。
PM(0)<Speaker></Speaker>||:宿舍裡一片安靜，慷慨激昂的歌聲遠遠傳來，也失去了殺傷力。+馬卡洛夫自言自語著倒在床上，望著天花板梳理自己的數據。+四十分鐘後，她閉上了眼睛。
PM(0)<Speaker>系統</Speaker>||:<color=#00CCFF>馬卡洛夫，你要休息了嗎？</color>+<color=#00CCFF>格里芬討論版發送了新的推薦內容。</color>
PM(0)<Speaker>馬卡洛夫</Speaker>||:是的，不要吵我。
PM(0)<Speaker>系統</Speaker>||:<color=#00CCFF>“勁爆，指揮官房照洩露……”</color>
PM(0)<Speaker>馬卡洛夫</Speaker>||:無聊。
PM(0)<Speaker>系統</Speaker>||:<color=#00CCFF>“房中的神秘身影到底是誰？”</color>
PM(0)<Speaker>馬卡洛夫</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:……什麼？
()<Speaker></Speaker>||<黑屏2><BIN>8</BIN>:指揮室。
NPC-Kalin(0)<Speaker>格琳娜</Speaker>||：哈欠……好，這樣就沒什麼事要做了！接下來就是美美地睡一覺……
NPC-Kalin(0);PM(0)<Speaker>馬卡洛夫</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1><BGM>BGM_Room</BGM>:<color=#00CCFF>打擾了，格琳娜小姐在嗎？</color>
NPC-Kalin(0)<Speaker>格琳娜</Speaker>;PM(0)||：我在哦！有什麼事嗎，馬卡洛夫？
NPC-Kalin(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:<color=#00CCFF>是這樣的，不知道您剛才有沒有看到討論版的貼文。</color>+<color=#00CCFF>今天監控室值班的斯捷奇金從監控影像裡發現指揮官的房間裡有陌生的女性影子，把這張圖片發到了討論版上。</color>
NPC-Kalin(0)<Speaker>格琳娜</Speaker>;PM(0)||：什麼？還有這種事！
NPC-Kalin(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:<color=#00CCFF>事態嚴重，我想我們應該先刪掉照片，然後再考慮如何解決……</color>
NPC-Kalin(0)<Speaker>格琳娜</Speaker>;PM(0)||：謝謝你的提醒，馬卡洛夫，我會立馬刪掉這個貼文。+但是已經擴散出去的就很難辦……
NPC-Kalin(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:<color=#00CCFF>已經擴散出去的，要求保密就好。</color>+<color=#00CCFF>雖然有幾個人形根本守不住嘴，我想明天就會全都知道了吧……</color>
NPC-Kalin(0)<Speaker>格琳娜</Speaker>;PM(0)||：的確呢。
NPC-Kalin(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:<color=#00CCFF>格琳娜小姐，你看起來已經很累了。</color>+<color=#00CCFF>你去休息吧，這件事的調查就交給我。</color>
NPC-Kalin(0)<Speaker>格琳娜</Speaker>;PM(0)||：誒？你要負責嗎？+其實我覺得這件事沒有什麼調查的必要……
NPC-Kalin(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:<color=#00CCFF>這件事很嚴重，必須查清楚是誰才行。</color>+<color=#00CCFF>如果讓大家都知道指揮官的房間可以亂進，基地就會亂套了。</color>
NPC-Kalin(0)<Speaker>格琳娜</Speaker>;PM(0)||：啊……好吧，那就拜託你了。+不過馬卡洛夫，你要答應我，不要勉強哦。如果查不出來就算了，基地裡的監控系統已經升級過，保全系統也馬上會更新，權限收得更嚴格。
NPC-Kalin(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:<color=#00CCFF>我明白，謝謝您的關心和寬慰。</color>
NPC-Kalin(0)<Speaker>格琳娜</Speaker>;PM(0)||<黑屏1><SE1>AVG_tele_disconnect</SE1>：我是說真的，不要勉強。+哈欠……那麼，晚安。
()<Speaker>馬卡洛夫</Speaker>||<BIN>9</BIN><黑屏2><黑屏1><BGM>BGM_Empty</BGM>:到目前為止還沒有問題……然後，我們一起去訪問了每一位可能有問題的人形，發現都不對，而指揮官……+對了，指揮官被卡爾指出知道嫌疑人……但是我們最後也沒有問出來是誰。+那之後……那之後發生了什麼？
()<Speaker>馬卡洛夫</Speaker>||<黑屏2><BIN>82</BIN><BGM>BGM_Dorm</BGM>:那之後……
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>||<BGM>BGM_Sunshine</BGM>:好的！既然木已成舟，那麼就來做善後的準備吧，各位！
Carcano1891(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:什麼叫做“既然木已成舟”啊……不要亂用成語。+所以，善後是說什麼？而且，為什麼我作為偵探也要參與進來？
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;PM(0)||:當然是因為有必要見證這個歷史性的時刻。+這次善後行動名為，“指揮官配偶大作戰”！
Carcano1891(0);ZastavaM21(0)<Speaker>ZasM21</Speaker>||:……我現在就想走了。
Carcano1891(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:怎麼會有這麼多婚紗？
Carcano1891(0);ZastavaM21(0)<Speaker>ZasM21</Speaker>||:我聽說G36C她們之前有過一次行動，遇到了神秘的幽靈，而戰利品就是各種款式的婚紗……該不會這些就是戰利品？
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;ZastavaM21(0)||:美麗的衣服不被穿起來就是完全的浪費。+總要有人來和它們一起展示美麗！來吧，花朵一樣美麗的小姐，為自己挑選吧！如果尺寸不合，我現在就可以提供修改服務哦！
Carcano1891(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:雖然很有道理，但我不要。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;PM(0)||:來嘛，作為功臣，你也應該有這個資格！+Zas，不要跑！你也有份！
Carcano1891(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:我是不會陪你們一起鬧的。
Carcano1891(0)<Speaker>卡爾卡諾M1891</Speaker>;PM(0)||:別這麼說嘛。大家一起來才好玩，而且我看到了很搭配你的婚紗哦！
Carcano1891(0);PM(0)<Speaker>馬卡洛夫</Speaker>||:……指揮官來了，不要鬧了。
