()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:
()||<睁眼><BIN>325</BIN><BGM>GF_EV9_Story</BGM>:……
()||<narrator>:ベルリン、グレイバイオテクノロジー研究所の実験室。
()||:マギーは目を開き、自分が手術台の上で一人寝ていることに気づく。
ColtWalker(3)<Speaker>マギー</Speaker>||:……+改造……もう終わったのか？
()||:広い部屋の中、自分の声が微かにこだまする。
()||<SE1>ClothingUp</SE1>:マギーは自分のメンタルコアの位置に手を当てる。
ColtWalker(3)<Speaker>マギー</Speaker>||:さすが「名医」だな。+なにも感じさせないなんて、完璧な手術だ。
ColtWalker(4)<Speaker>マギー</Speaker>||:待てよ……依頼は？
ColtWalker(3)<Speaker>マギー</Speaker>||:……+おい？　誰かいないか？
()||:マギーに返事をする者はいなかった。部屋の中を見渡し、//nテーブルにあるパソコンに目が止まる。+マギーは手術台から降りて、パソコンの方へ足を運ぶ……
()||<SE1>AVG_Card_Reader</SE1>:（ピッ――）//n手をかざすと、パソコンの画面が映った。+一人の白ネイトが、マギーに向けて淡々と話す。
NytoWhite(0)<Speaker>白ネイト</Speaker><通讯框>||:<color=#00CCFF>依頼内容は、アーカイブにして「ビーニードル」システムで送った。</color>+<color=#00CCFF>ナンバーは、AS54876323025412。</color>
ColtWalker(3)<Speaker>マギー</Speaker>||:ミセス・グレイは？
NytoWhite(0)<Speaker>白ネイト</Speaker><通讯框>||:<color=#00CCFF>グレイ姉様には、他の用事があります。</color>
()||<SE1>AVG_keyboardtype_sci</SE1>:マギーはメンタルスペースの中でアーカイブを開いた。+■アーカイブ■ AS54876323025412デコード中……
ColtWalker(3)<Speaker>マギー</Speaker>||:……連絡人は、このタレウスってやつか？
()||:しかし、すでに白ネイトの姿も見えなくなっていた。
()||<黑屏1>:
()||<黑屏2><SE1>AVG_va_addingredient</SE1>:マギーの改造を終えた後、グレイはコーヒーを淹れた。
NPC-Nemhran(0)<Speaker>ネムラン</Speaker><通讯框>||:<color=#00CCFF>この人形のメンタルデータ、90%しかスキャンできてないわね。</color>
NPC-MrsGray(0)<Speaker>グレイ</Speaker>||:これぐらいの小細工、好きにさせてあげましょう。+姉様のシステムをある程度、欺けることが出来るということは、//nこの仕事に向いてるということです。
NPC-Nemhran(0)<Speaker>ネムラン</Speaker><通讯框>||:<color=#00CCFF>いいでしょう。</color>+<color=#00CCFF>ただ、私は不安要素が嫌いです。</color>
()||<SE1>AVG_Camera_Focus</SE1>:グレイはレコードプレーヤーに手をかけると、針をレコード盤にそっと置く。
()||<:ゆったりとした音楽が流れ始める。
NPC-MrsGray(0)<Speaker>グレイ</Speaker>||:ご心配なく、ネムラン姉様。+姉様の「ビーニードル」が、必ずその生命線を掌握することをお約束します。
()||<黑屏1><BGM>BGM_Empty</BGM>:
()||<黑屏2><BIN>467</BIN><narrator>:「コルト・エクスプレス」、一番後ろの車両。
()||<BGM>BGM_Sneak</BGM>:テーブルの上には、2枚のトランプ――+ハートのQとハートのKがある。+そしてそれぞれのカードの前には、マギーとキャサリンが座っていた。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>||:ようやく終わったか。
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:いいや、まだ始まったばかりだ。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:なにをされた？
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:性能のアップグレード。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:それじゃ、今後は大量演算しても素体が負荷に耐えられるということか？
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:全然。今回はストレージを拡張してもらった程度に過ぎない。+はぁ、ブラック企業だな、使った分、倍稼がないといけないなんて。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>||:で、結局なにができるようになったの？
()||<SE1>ClothingUp</SE1>:マギーが手をかざすと、目の前に青いシステム画面が出てきた。+システムの画面は非常にシンプルで、名前を入力するスペースしかなかった。
()||<SE1>AVG_21Winter_Click_Keyboard</SE1>:マギーはそこに自分の名前を入力した。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>||:……これが21世紀の最新技術か……
ColtWalker(3)<Speaker>マギー</Speaker>||:……金さえあれば、こういうのはいくらでもつけてもらえる。
()||<SE1>AVG_Card_Reader</SE1>:続いて表示された画面には、マギーに関する情報が出てきた。+その内容は非常に細かく、先ほど休憩スペースでキャサリンが吐いていた//n愚痴すら記録されている。
ColtWalker(3)<Speaker>マギー</Speaker>||:「ビーニードル」、蜂一匹通さない、か……
()||:マギーはその言葉の意味を完全に理解した。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>||:怖いな……+なんか今も監視されてる気がする……
NPC-Scalper(3);ColtWalker(3)<Speaker>マギー</Speaker>||:まぁ、今はまだ敵じゃないだけ、安心はできる。
NPC-Scalper(3)<Speaker>キャサリン</Speaker>;ColtWalker(3)||:お前が来るまで、外の声も聞こえてたけど。+もしかしてお前が？
